ID sample_1 sample_2 value_1 value_2 q_value
KRTAP10-7 E F 0 0 1
KRTAP10-8 E F 0 0 1
KRTAP10-9 E F 0 0 1
KRTAP11-1 E F 0 0 1
KRTAP12-1 E F 0 0 1
KRTAP12-2 E F 0 0 1
KRTAP12-3 E F 0 0 1
KRTAP12-4 E F 0 0 1
KRTAP13-1 E F 0 0 1
KRTAP13-2 E F 0 0 1
KRTAP13-3 E F 0 0 1
KRTAP13-4 E F 0 0 1
KRTAP15-1 E F 0 0 1
KRTAP16-1 E F 0 0 1
KRTAP17-1 E F 0 0 1
KRTAP19-1 E F 0 0 1
KRTAP19-2 E F 0 0 1
KRTAP19-3 E F 0 0 1
KRTAP19-4 E F 0 0 1
KRTAP19-5 E F 0 0 1
KRTAP19-6 E F 0 0 1
KRTAP19-7 E F 0 0 1
KRTAP19-8 E F 0 0 1
KRTAP2-1 E F 0 0 1
KRTAP2-2 E F 0 0 1
KRTAP2-3 E F 0 0.0397884 1
KRTAP2-4 E F 0 0 1
KRTAP20-1 E F 0 0 1
KRTAP20-2 E F 0 0 1
KRTAP20-3 E F 0 0 1
KRTAP20-4 E F 0 0 1
KRTAP21-1 E F 0 0 1
KRTAP21-2 E F 0 0 1
KRTAP21-3 E F 0 0 1
KRTAP22-1 E F 0 0 1
KRTAP22-2 E F 0 0 1
KRTAP23-1 E F 0 0 1
KRTAP24-1 E F 0 0 1
KRTAP25-1 E F 0 0 1
KRTAP26-1 E F 0 0 1
KRTAP27-1 E F 0 0 1
KRTAP29-1 E F 0 0 1
KRTAP3-1 E F 0 0.0591903 1
KRTAP3-2 E F 0 0 1
KRTAP3-3 E F 0 0 1
KRTAP4-1 E F 0.129982 0.0961108 1
KRTAP4-11 E F 0 0 1
KRTAP4-12 E F 0 0 1
KRTAP4-2 E F 0 0 1
KRTAP4-3 E F 0 0 1
KRTAP4-4 E F 0 0 1
KRTAP4-5 E F 0 0 1
KRTAP4-6 E F 0 0 1
KRTAP4-7 E F 0 0 1
KRTAP4-8 E F 0 0 1
KRTAP4-9 E F 0 0 1
KRTAP5-1 E F 0.0259868 0.061338 1
KRTAP5-10 E F 0 0 1
KRTAP5-11 E F 0.02819 0 1
KRTAP5-2 E F 0.0788152 0.146398 1
KRTAP5-3 E F 0 0 1
KRTAP5-4 E F 0 0 1
KRTAP5-5 E F 0 0 1
KRTAP5-6 E F 0 0 1
KRTAP5-7 E F 0 0 1
KRTAP5-8 E F 0.0230105 0 1
KRTAP5-9 E F 0 0.0196285 1
KRTAP5-AS1 E F 0.033171 0.134509 1
KRTAP6-1 E F 0 0 1
KRTAP6-2 E F 0 0 1
KRTAP6-3 E F 0 0 1
KRTAP7-1 E F 0 0 1
KRTAP8-1 E F 0 0 1
KRTAP9-1 E F 0 0 1
KRTAP9-2 E F 0 0 1
KRTAP9-3 E F 0 0 1
KRTAP9-4 E F 0 0 1
KRTAP9-6 E F 0 0 1
KRTAP9-7 E F 0 0 1
KRTAP9-8 E F 0 0 1
KRTAP9-9 E F 0 0 1
KRTCAP2 E F 121.57 113.219 0.602151
KRTCAP3 E F 0.410285 0.0639186 1
KRTDAP E F 0 0 1
KSR1 E F 7.58821 9.47045 0.0484409
KSR2 E F 0 0 1
KTI12 E F 19.5461 29.0644 0.0595362
KTN1 E F 86.3316 67.3808 0.0111028
KTN1-AS1 E F 1.69424 2.67001 0.013085
KU-MEL-3 E F 0 0 1
KXD1 E F 44.5712 63.5127 0.000259295
KY E F 0.00332225 0 1
KYNU E F 74.5316 95.9578 0.010248
L1CAM E F 135.875 207.721 0.000259295
L1TD1 E F 0 0 1
L2HGDH E F 5.29295 4.48921 0.163708
L3HYPDH E F 7.30617 7.49749 0.885609
L3MBTL1 E F 1.49898 0.765455 0.000259295
L3MBTL2 E F 22.7899 32.7554 0.000489787
L3MBTL3 E F 1.33237 1.16737 0.45195
L3MBTL4 E F 1.57729 1.49811 0.786585
L3MBTL4-AS1 E F 0 0.0113948 1
LACAT8 E F 0 0 1
LACC1 E F 2.05006 0.680236 0.000259295
LACE1 E F 1.23943 1.28832 0.873934
LACRT E F 0 0 1
LACTB E F 40.9251 33.911 0.0904231
LACTB2 E F 11.2612 8.37282 0.0212674
LACTB2-AS1 E F 0.00594316 0.00643409 1
LACTBL1 E F 0 0 1
LAD1 E F 0.023076 0 1
LAG3 E F 0.156047 0.162126 1
LAGE3 E F 67.5897 70.29 0.774373
LAIR1 E F 0.0287651 0.0143855 1
LAIR2 E F 0 0 1
LALBA E F 0 0 1
LAMA1 E F 1.40216 1.1506 0.136928
LAMA2 E F 0.0899689 0.0780413 1
LAMA3 E F 5.79141 6.02034 0.866725
LAMA4 E F 37.5475 49.4382 0.0864619
LAMA5 E F 49.7456 76.3815 0.000259295
LAMA5-AS1 E F 0.0510144 0 1
LAMB1 E F 57.5875 65.0572 0.234126
LAMB2 E F 50.8356 59.7917 0.104439
LAMB2P1 E F 0.208013 0.152605 1
LAMB3 E F 34.6088 75.3848 0.000259295
LAMB4 E F 0 0 1
LAMC1 E F 100.087 124.595 0.0203725
LAMC2 E F 0.218119 0.153437 1
LAMC3 E F 1.20087 2.28204 0.000259295
LAMP1 E F 163.243 160.557 0.89221
LAMP2 E F 47.364 33.5609 0.000489787
LAMP3 E F 0.974792 0.0562282 0.00907366
LAMP5 E F 0 0.0247524 1
LAMP5-AS1 E F 0 0 1
LAMTOR1 E F 53.3592 68.9408 0.335162
LAMTOR2 E F 73.7719 74.7622 0.929827
LAMTOR3 E F 5.15512 3.62713 0.00171423
LAMTOR4 E F 49.7601 61.405 0.0921158
LAMTOR5 E F 63.4905 71.0107 0.359531
LAMTOR5-AS1 E F 0.657514 0.25675 1
LANCL1 E F 24.0908 24.6219 0.871778
LANCL1-AS1 E F 0.052721 0.0364554 1
LANCL2 E F 5.27081 7.47068 0.00245749
LANCL3 E F 0.0398339 0.036538 1
LAP3 E F 29.1406 29.5261 0.929169
LAPTM4A E F 178.807 195.094 0.417003
LAPTM4B E F 131.816 187.11 0.000259295
LAPTM5 E F 0.0707903 0.286456 1
LARGE E F 0 0 1
LARGE-AS1 E F 0 0 1
LARP1 E F 85.6921 109.364 0.00755774
LARP1B E F 7.62947 4.04584 0.000259295
LARP4 E F 32.7613 22.657 0.00299421
LARP4B E F 11.5612 12.9303 0.3096
LARP6 E F 207.833 88.4994 0.000259295
LARP7 E F 9.48094 7.53228 0.14468
LARS E F 44.6796 45.3804 0.90347
LARS2 E F 13.8645 22.1201 0.000259295
LARS2-AS1 E F 0.0116089 0.0112277 1
LAS1L E F 53.8139 84.4892 0.000259295
LASP1 E F 128.787 183.682 0.000259295
LAT E F 1.28747 0.472632 0.00112625
LAT2 E F 0.158239 0.221647 1
LATS1 E F 8.57538 5.14754 0.000259295
LATS2 E F 8.56478 8.50767 0.964098
LAX1 E F 0.0347696 0.0215895 1
LAYN E F 0.0151315 0.0498327 1
LBH E F 20.6404 36.4317 0.000259295
LBHD1 E F 7.38409 8.67009 0.619594
LBP E F 0 0 1
LBR E F 26.574 30.7305 0.176837
LBX1 E F 0 0 1
LBX1-AS1 E F 0 0.0195424 1
LBX2 E F 7.38356 6.64955 0.767955
LBX2-AS1 E F 6.10949 4.9343 0.27199
LCA10 E F 0.135886 0.168453 1
LCA5 E F 0.895259 0.466944 0.000920449
LCA5L E F 0.570862 0.17547 1
LCAT E F 2.53661 2.89616 0.826449
LCE1A E F 0 0 1
LCE1B E F 0.068312 0 1
LCE1C E F 0 0 1
LCE1D E F 0 0 1
LCE1E E F 0 0 1
LCE1F E F 0 0.294627 1
LCE2A E F 0 0 1
LCE2B E F 0 0 1
LCE2C E F 0 0 1
LCE2D E F 0 0 1
LCE3A E F 0 0 1
LCE3B E F 0 0 1
LCE3C E F 0 0 1
LCE3D E F 0 0 1
LCE3E E F 0 0 1
LCE4A E F 0 0 1
LCE5A E F 0 0.0723844 1
LCE6A E F 0 0 1
LCK E F 0 0 1
LCLAT1 E F 8.64004 6.30051 0.00403155
LCMT1 E F 16.8593 22.4998 0.0132273
LCMT1-AS1 E F 0.183845 0.570132 1
LCMT1-AS2 E F 0.0450657 0.0523281 1
LCMT2 E F 10.4033 12.4756 0.263513
LCN1 E F 0 0 1
LCN10 E F 0.0202023 0.106071 1
LCN12 E F 0 0 1
LCN15 E F 0 0 1
LCN2 E F 0.275017 0.229928 1
LCN6 E F 0 0 1
LCN8 E F 0 0 1
LCN9 E F 0 0 1
LCNL1 E F 0 0 1
LCOR E F 6.43132 2.63648 0.000259295
LCORL E F 1.9515 1.17762 0.145081
LCP1 E F 0.0205074 0.00629583 1
LCP2 E F 0.00784919 0 1
LCT E F 0.0057915 0.00292358 1
LCTL E F 0.220811 0.256775 1
LDAH E F 6.58193 6.28066 0.750703
LDB1 E F 20.6155 27.8913 0.00386632
LDB2 E F 0 0 1
LDB3 E F 0.235535 0.351279 1
LDHA E F 387.629 889.1 0.000259295
LDHAL6A E F 0.0120138 0.0471515 1
LDHAL6B E F 0.155147 0.37206 1
LDHB E F 902.937 1421.17 0.000259295
LDHC E F 0.0179234 0 1
LDHD E F 0.292783 0.674801 0.0116724
LDLR E F 24.6751 39.6573 0.000259295
LDLRAD1 E F 0.00920639 0.0231498 1
LDLRAD2 E F 0.0506752 0.0680472 1
LDLRAD3 E F 15.8213 17.957 0.264553
LDLRAD4 E F 0.0388573 0.0256221 1
LDLRAD4-AS1 E F 0 0 1
LDLRAP1 E F 24.3116 24.873 0.871815
LDOC1 E F 57.0601 55.3552 0.821597
LDOC1L E F 41.5883 40.0214 0.749889
LEAP2 E F 0.440817 0.15354 1
LECT1 E F 0 0 1
LECT2 E F 0 0 1
LEF1 E F 0.266908 0.0725469 1
LEF1-AS1 E F 0 0 1
LEFTY1 E F 0 0.0150461 1
LEFTY2 E F 0.00933017 0 1
LEKR1 E F 0.274281 0.09667 1
LELP1 E F 0 0 1
LEMD1 E F 0 0.0877712 1
LEMD1-AS1 E F 0.00818171 0 1
LEMD2 E F 21.2924 20.3203 0.71922
LEMD3 E F 12.5151 11.0548 0.294486
LENEP E F 0.0478953 0.0497581 1
LENG1 E F 6.27539 9.79629 0.286508
LENG8 E F 29.0296 22.0773 0.00965511
LENG8-AS1 E F 2.08705 1.32822 0.100897
LENG9 E F 4.51946 5.22791 0.759135
LEO1 E F 18.372 16.9996 0.560985
LEP E F 0 0 1
LEPR E F 2.55014 0.98185 0.0364523
LEPROT E F 16.9018 16.4976 0.904181
LEPROTL1 E F 26.5447 20.4533 0.266902
LETM1 E F 14.2784 23.0457 0.000259295
LETM2 E F 1.29552 1.15341 0.592525
LETMD1 E F 33.4187 24.9593 0.00770909
LEUTX E F 0 0 1
LFNG E F 10.1625 17.566 0.000259295
LGALS1 E F 729.35 1640.35 0.000259295
LGALS12 E F 0 0 1
LGALS13 E F 0 0 1
LGALS14 E F 0 0 1
LGALS16 E F 0 0 1
LGALS17A E F 0 0 1
LGALS2 E F 0 0 1
LGALS3 E F 191.47 207.977 0.470244
LGALS3BP E F 260.691 330.418 0.0123822
LGALS4 E F 0.0355284 0.060676 1
LGALS7 E F 0 0 1
LGALS7B E F 0 0 1
LGALS8 E F 12.6607 7.82105 0.0216454
LGALS8-AS1 E F 0.353336 0.290649 1
LGALS9 E F 0.273839 0.396124 1
LGALS9B E F 0.0784457 0.0397026 1
LGALS9C E F 0.0362055 0.0386423 1
LGALSL E F 1.94299 1.85961 0.814355
LGI1 E F 0 0 1
LGI2 E F 2.25366 1.53582 0.00299421
LGI3 E F 0.0798125 0.0615083 1
LGI4 E F 0.106009 0.0067455 1
LGMN E F 87.0903 64.3928 0.00112625
LGR4 E F 11.5832 11.1138 0.758762
LGR5 E F 0.00447656 0 1
LGR6 E F 0.0807883 0.529404 1
LGSN E F 0.0181573 0.0220413 1
LHB E F 0.168363 0 1
LHCGR E F 0 0 1
LHFP E F 10.0458 5.91768 0.000259295
LHFPL1 E F 0 0 1
LHFPL2 E F 22.0653 20.5627 0.54693
LHFPL3 E F 0 0 1
LHFPL3-AS1 E F 0 0 1
LHFPL3-AS2 E F 0.0132542 0 1
LHFPL4 E F 0.0216453 0.0387773 1
LHFPL5 E F 0.119071 0.0499079 1
LHPP E F 11.408 9.49963 0.158444
LHX1 E F 0.317603 0.412962 1
LHX2 E F 1.53732 2.74114 0.000259295
LHX3 E F 0.715917 0.379737 0.015271
LHX4 E F 2.14188 1.3414 0.20464
LHX4-AS1 E F 3.39143 1.82482 0.00817701
LHX5 E F 0.950874 0.514102 0.0139126
LHX5-AS1 E F 0.639479 0.201311 1
LHX6 E F 0.458987 0.495872 1
LHX8 E F 0 0 1
LHX9 E F 0.795541 1.28383 0.0139126
LIAS E F 7.27086 5.46663 0.773595
LIF E F 20.1329 13.7758 0.000489787
LIFR E F 11.4722 3.98217 0.000259295
LIFR-AS1 E F 0.57374 0.336436 1
LIG1 E F 11.172 26.8314 0.000259295
LIG3 E F 12.0684 14.0895 0.182728
LIG4 E F 3.69665 1.82314 0.000259295
LILRA1 E F 0 0 1
LILRA2 E F 0.027835 0 1
LILRA3 E F 0.355954 0.0315199 1
LILRA4 E F 0 0 1
LILRA5 E F 0 0 1
LILRA6 E F 0.0711951 0.0644083 1
LILRB1 E F 0 0 1
LILRB2 E F 0 0 1
LILRB3 E F 0.0383836 0.0304207 1
LILRB4 E F 0 0 1
LILRB5 E F 0.0820277 0 1
LILRP2 E F 0 0 1
LIM2 E F 0 0 1
LIMA1 E F 129.884 232.759 0.000259295
LIMCH1 E F 41.0564 39.9898 0.836995
LIMD1 E F 17.9226 14.449 0.0344061
LIMD1-AS1 E F 0.208565 0.0458463 1
LIMD2 E F 0.198467 0.216348 1
LIME1 E F 8.33777 7.47953 0.844471
LIMK1 E F 28.9451 31.1715 0.537726
LIMK2 E F 4.92575 8.34178 0.000259295
LIMS1 E F 35.9569 40.3992 0.270788
LIMS2 E F 3.85809 13.8938 0.000259295
LIMS3 E F 0 0 1
LIMS3-LOC440895 E F 0 0 1
LIMS3L E F 0.0170081 0 1
LIN28A E F 0.0196243 0.00470158 1
LIN28B E F 0 0 1
LIN37 E F 3.39338 3.59196 0.796281
LIN52 E F 6.49465 6.04768 0.657474
LIN54 E F 5.22236 3.62669 0.00112625
LIN7A E F 0 0 1
LIN7B E F 3.50796 2.55006 0.235883
LIN7C E F 9.97972 5.64413 0.000259295
LIN9 E F 4.25546 4.59463 0.617895
LINC-PINT E F 0.130652 0.169442 1
LINC-ROR E F 0 0 1
LINC00028 E F 0 0 1
LINC00029 E F 0 0 1
LINC00032 E F 0 0 1
LINC00051 E F 0 0 1
LINC00052 E F 0.0258088 0.0899487 1
LINC00092 E F 0 0 1
LINC00094 E F 8.15546 9.75802 0.261763
LINC00102 E F 0 0 1
LINC00106 E F 0 0 1
LINC00111 E F 0 0 1
LINC00112 E F 0 0 1
LINC00113 E F 0 0 1
LINC00114 E F 0 0 1
LINC00115 E F 0.953734 0.8332 0.677019
LINC00116 E F 0.181231 0.371385 1
LINC00152 E F 33.3857 46.2091 0.0182252
LINC00158 E F 0 0.0169801 1
LINC00159 E F 0 0 1
LINC00160 E F 0 0 1
LINC00161 E F 0 0.136511 1
LINC00162 E F 0.123101 0.0466294 1
LINC00163 E F 0.0269396 0.0330963 1
LINC00167 E F 0.0223416 0.0473657 1
LINC00173 E F 0.169085 0.0646472 1
LINC00174 E F 1.97945 1.15107 0.000259295
LINC00176 E F 0.433508 0.154618 1
LINC00184 E F 0.132231 0.184974 1
LINC00189 E F 0.0264082 0 1
LINC00200 E F 0 0 1
LINC00202-1 E F 0.00501557 0.00598466 1
LINC00202-2 E F 0 0 1
LINC00207 E F 0 0 1
LINC00208 E F 0 0 1
LINC00210 E F 0 0 1
LINC00211 E F 0.0193247 0.0734734 1
LINC00221 E F 0 0 1
LINC00222 E F 0 0 1
LINC00226 E F 0 0 1
LINC00229 E F 0 0 1
LINC00235 E F 0.732305 0.31989 0.346867
LINC00238 E F 0 0 1
LINC00239 E F 4.88963 2.3254 0.00503738
LINC00240 E F 0.290787 0.0771812 1
LINC00242 E F 0.252979 0.252857 1
LINC00243 E F 0.0825692 0.0125404 1
LINC00244 E F 0 0 1
LINC00251 E F 0 0 1
LINC00254 E F 0 0 1
LINC00260 E F 0.467847 0.927181 0.768252
LINC00261 E F 0 0 1
LINC00264 E F 0 0 1
LINC00265 E F 1.85556 1.64003 0.436179
LINC00266-1 E F 0.139659 0 1
LINC00266-3 E F 0 0 1
LINC00269 E F 0 0 1
LINC00271 E F 0.0259904 0.0328887 1
LINC00272 E F 0 0 1
LINC00273 E F 0 0 1
LINC00276 E F 0 0 1
LINC00278 E F 0 0 1
LINC00280 E F 0 0 1
LINC00282 E F 0.0045197 0.00596457 1
LINC00284 E F 0 0 1
LINC00290 E F 0 0 1
LINC00293 E F 0 0 1
LINC00294 E F 5.4121 8.39395 0.000259295
LINC00297 E F 0 0 1
LINC00298 E F 0 0 1
LINC00299 E F 0 0 1
LINC00301 E F 0 0 1
LINC00303 E F 0 0 1
LINC00304 E F 0 0 1
LINC00305 E F 0 0 1
LINC00307 E F 0 0 1
LINC00308 E F 0 0 1
LINC00309 E F 0 0 1
LINC00310 E F 0.0844707 0.040662 1
LINC00311 E F 0 0.040303 1
LINC00312 E F 0.0207213 0.0797271 1
LINC00313 E F 1.18603 3.00041 0.0202548
LINC00314 E F 0 0 1
LINC00316 E F 0 0 1
LINC00317 E F 0 0 1
LINC00319 E F 2.88226 3.51272 0.168722
LINC00320 E F 0 0.0109362 1
LINC00322 E F 0 0 1
LINC00323 E F 0 0.0101513 1
LINC00324 E F 1.35459 1.02626 0.18246
LINC00326 E F 0.0222289 0.0600391 1
LINC00327 E F 0.0113615 0.0812344 1
LINC00330 E F 0.00960151 0.0655578 1
LINC00331 E F 0 0 1
LINC00332 E F 0 0 1
LINC00333 E F 0 0 1
LINC00336 E F 0 0 1
LINC00337 E F 0.319869 0.260139 1
LINC00339 E F 19.31 11.4921 0.000259295
LINC00341 E F 0.261529 0.102707 1
LINC00342 E F 2.069 1.24056 0.000920449
LINC00343 E F 0 0 1
LINC00346 E F 2.55988 2.99559 0.229609
LINC00347 E F 0 0 1
LINC00348 E F 0 0 1
LINC00350 E F 0 0 1
LINC00351 E F 0 0 1
LINC00353 E F 0 0 1
LINC00354 E F 0 0 1
LINC00358 E F 0 0 1
LINC00359 E F 0 0 1
LINC00363 E F 0 0 1
LINC00364 E F 0 0 1
LINC00365 E F 0 0 1
LINC00366 E F 0 0 1
LINC00367 E F 0 0 1
LINC00368 E F 0 0 1
LINC00371 E F 0.0103999 0 1
LINC00375 E F 0 0 1
LINC00376 E F 0 0 1
LINC00377 E F 0 0 1
LINC00378 E F 0 0 1
LINC00379 E F 0 0 1
LINC00380 E F 0 0 1
LINC00381 E F 0 0 1
LINC00382 E F 0 0 1
LINC00383 E F 0 0 1
LINC00392 E F 0 0 1
LINC00395 E F 0 0 1
LINC00396 E F 0 0 1
LINC00397 E F 0 0 1
LINC00398 E F 0 0 1
LINC00399 E F 0 0 1
LINC00400 E F 0 0.0477203 1
LINC00403 E F 0 0 1
LINC00408 E F 0 0 1
LINC00410 E F 0 0 1
LINC00411 E F 0 0 1
LINC00412 E F 0 0.0307537 1
LINC00417 E F 0 0.0849938 1
LINC00421 E F 0 0 1
LINC00423 E F 0 0 1
LINC00424 E F 0 0 1
LINC00426 E F 0.0282659 0.0907737 1
LINC00428 E F 0 0 1
LINC00431 E F 0.573216 0.926193 0.299361
LINC00433 E F 0 0 1
LINC00434 E F 0 0 1
LINC00437 E F 0 0 1
LINC00440 E F 0 0 1
LINC00441 E F 0 0 1
LINC00442 E F 0 0 1
LINC00443 E F 0 0 1
LINC00445 E F 0 0 1
LINC00446 E F 0 0 1
LINC00448 E F 0 0 1
LINC00452 E F 0 0 1
LINC00456 E F 0 0 1
LINC00457 E F 0 0 1
LINC00458 E F 0 0 1
LINC00460 E F 0.211465 0.421667 1
LINC00461 E F 0 0 1
LINC00462 E F 0 0 1
LINC00463 E F 0 0 1
LINC00466 E F 0.153076 0.0411167 1
LINC00467 E F 21.9939 10.8113 0.000259295
LINC00469 E F 0 0 1
LINC00470 E F 0 0 1
LINC00471 E F 0.656999 0.275463 0.090826
LINC00472 E F 0.709466 0.516162 0.0350002
LINC00473 E F 8.37319 14.3612 0.000259295
LINC00474 E F 0 0 1
LINC00475 E F 0.0225491 0.0351547 1
LINC00476 E F 5.64737 4.7454 0.649951
LINC00477 E F 0 0 1
LINC00479 E F 0.101389 0.0126778 1
LINC00482 E F 0.300918 0.441253 1
LINC00483 E F 0 0 1
LINC00485 E F 0 0.010214 1
LINC00486 E F 0 0 1
LINC00487 E F 0 0 1
LINC00488 E F 0 0 1
LINC00489 E F 0 0 1
LINC00491 E F 0 0 1
LINC00492 E F 0 0 1
LINC00493 E F 40.5089 35.3753 0.394523
LINC00494 E F 0.0116258 0 1
LINC00499 E F 0 0 1
LINC00501 E F 0 0.0098983 1
LINC00502 E F 0 0 1
LINC00504 E F 0.00380917 0 1
LINC00506 E F 0 0 1
LINC00507 E F 0 0 1
LINC00508 E F 0 0 1
LINC00511 E F 0.0467846 0.297734 1
LINC00514 E F 0.0195985 0 1
LINC00515 E F 0 0 1
LINC00518 E F 0 0.0306747 1
LINC00520 E F 0.041439 0.0204425 1
LINC00521 E F 0 0 1
LINC00523 E F 0 0 1
LINC00524 E F 0 0 1
LINC00525 E F 1.43256 2.10179 0.0923002
LINC00526 E F 1.40067 1.1001 0.352852
LINC00528 E F 0.0676397 0.0736634 1
LINC00534 E F 0 0 1
LINC00535 E F 0.0237548 0.0123461 1
LINC00536 E F 0.0517858 0.0310787 1
LINC00538 E F 0 0 1
LINC00539 E F 0.128827 0 1
LINC00540 E F 0.011022 0 1
LINC00544 E F 0 0 1
LINC00545 E F 0 0 1
LINC00547 E F 0 0.00579276 1
LINC00548 E F 0 0 1
LINC00550 E F 0 0 1
LINC00551 E F 0 0 1
LINC00552 E F 0.168627 0.0442411 1
LINC00554 E F 0 0 1
LINC00557 E F 0 0 1
LINC00558 E F 0 0 1
LINC00559 E F 0 0 1
LINC00562 E F 0.0450955 0 1
LINC00563 E F 0 0 1
LINC00564 E F 0 0 1
LINC00565 E F 0.261048 0.487585 1
LINC00566 E F 0 0 1
LINC00570 E F 0 0 1
LINC00571 E F 0.0849746 0 1
LINC00572 E F 0 0 1
LINC00574 E F 0.0915349 0.0360766 1
LINC00575 E F 0 0.0635175 1
LINC00577 E F 0 0 1
LINC00578 E F 0 0.0378127 1
LINC00581 E F 0 0 1
LINC00582 E F 0 0 1
LINC00583 E F 0 0 1
LINC00587 E F 0 0 1
LINC00588 E F 0 0 1
LINC00589 E F 0 0 1
LINC00592 E F 0.117567 0.477777 1
LINC00593 E F 0 0 1
LINC00595 E F 0.0290732 0 1
LINC00597 E F 0.0320695 0 1
LINC00598 E F 0.0811558 0.0445542 1
LINC00599 E F 0 0 1
LINC00601 E F 1.13663 1.89437 0.0367968
LINC00602 E F 0.203279 0.623054 0.241784
LINC00603 E F 0 0 1
LINC00605 E F 0 0 1
LINC00606 E F 0 0 1
LINC00607 E F 0 0 1
LINC00608 E F 0 0 1
LINC00609 E F 0 0 1
LINC00612 E F 0.0200625 0 1
LINC00613 E F 0 0 1
LINC00615 E F 0 0 1
LINC00616 E F 0 0 1
LINC00618 E F 0 0 1
LINC00619 E F 0 0 1
LINC00620 E F 0 0 1
LINC00622 E F 0.582652 0.180576 1
LINC00623 E F 1.72802 1.59112 0.730642
LINC00624 E F 0.0466973 0.0380172 1
LINC00626 E F 0 0 1
LINC00628 E F 0.279028 0.434939 1
LINC00629 E F 0.320584 0.27568 1
LINC00630 E F 1.15997 0.478091 0.000489787
LINC00632 E F 0.0433793 0 1
LINC00633 E F 0 0 1
LINC00634 E F 0.281658 0.407095 1
LINC00635 E F 0 0 1
LINC00636 E F 0 0 1
LINC00637 E F 0 0 1
LINC00638 E F 0.50895 0.317044 1
LINC00639 E F 0.0318989 0.276558 1
LINC00640 E F 0 0 1
LINC00641 E F 2.23849 1.51374 0.00662284
LINC00642 E F 0 0 1
LINC00643 E F 0 0 1
LINC00644 E F 0 0 1
LINC00645 E F 0 0 1
LINC00648 E F 1.60491 1.12748 0.0379495
LINC00649 E F 0.00895449 0 1
LINC00652 E F 0.0154022 0.0184562 1
LINC00654 E F 0.0791903 0.0193905 1
LINC00656 E F 0 0 1
LINC00657 E F 79.3492 52.6494 0.000259295
LINC00658 E F 0 0 1
LINC00659 E F 0.818562 0.419688 0.523214
LINC00661 E F 0 0 1
LINC00662 E F 2.34659 1.88474 0.418473
LINC00663 E F 0.497898 0.0851233 1
LINC00664 E F 0 0 1
LINC00665 E F 0.0280282 0 1
LINC00667 E F 8.85821 6.30083 0.00245749
LINC00668 E F 0.71778 0.809098 0.692218
LINC00669 E F 0.718373 0.639184 0.681613
LINC00670 E F 0.0382696 0.201598 1
LINC00671 E F 0.0263022 0 1
LINC00672 E F 0.0884054 0.0998374 1
LINC00673 E F 5.19365 8.71447 0.000259295
LINC00674 E F 8.40775 4.5368 0.000259295
LINC00675 E F 0 0 1
LINC00676 E F 0 0 1
LINC00678 E F 0 0 1
LINC00681 E F 0 0 1
LINC00682 E F 0 0.015515 1
LINC00683 E F 0 0 1
LINC00684 E F 0 0 1
LINC00685 E F 0 0 1
LINC00687 E F 0 0 1
LINC00689 E F 0.0189195 0.0864158 1
LINC00690 E F 0 0 1
LINC00691 E F 0 0 1
LINC00692 E F 0 0 1
LINC00693 E F 0 0 1
LINC00696 E F 0 0 1
LINC00698 E F 0 0 1
LINC00700 E F 0 0 1
LINC00701 E F 0 0 1
LINC00702 E F 0 0 1
LINC00703 E F 0 0 1
LINC00704 E F 0.22053 0.132791 1
LINC00705 E F 0 0 1
LINC00706 E F 0 0 1
LINC00707 E F 1.26188 5.6484 0.000259295
LINC00708 E F 0 0 1
LINC00709 E F 0 0 1
LINC00710 E F 0 0 1
LINC00824 E F 0 0 1
LINC00836 E F 0 0 1
LINC00837 E F 0 0 1
LINC00838 E F 0 0 1
LINC00839 E F 0 0 1
LINC00840 E F 0 0 1
LINC00841 E F 0 0 1
LINC00842 E F 1.98251 8.18905 0.000259295
LINC00844 E F 0 0 1
LINC00845 E F 0.0517957 0 1
LINC00847 E F 5.90169 4.95317 0.474739
LINC00850 E F 0 0 1
LINC00851 E F 0 0 1
LINC00852 E F 0.839031 0.495764 0.83813
LINC00853 E F 0.420437 0.217013 1
LINC00854 E F 0.0305226 0.0261506 1
LINC00856 E F 0.00662192 0 1
LINC00857 E F 3.64 5.57583 0.00112625
LINC00858 E F 0 0 1
LINC00861 E F 0 0 1
LINC00862 E F 0.0161936 0.015612 1
LINC00864 E F 0 0 1
LINC00865 E F 0.00926177 0.00437763 1
LINC00866 E F 0 0 1
LINC00867 E F 0.072774 0 1
LINC00869 E F 0.608993 0.397233 0.199966
LINC00870 E F 0 0 1
LINC00871 E F 0 0 1
LINC00877 E F 0 0 1
LINC00879 E F 0 0 1
LINC00880 E F 0.146802 0.0229725 1
LINC00881 E F 0 0 1
LINC00882 E F 0.764762 0.601433 0.736453
LINC00883 E F 1.67402 1.72104 0.889747
LINC00884 E F 0.436429 0.184423 1
LINC00885 E F 0.0336149 0.0143784 1
LINC00886 E F 0.797222 0.45498 0.162161
LINC00887 E F 0.136379 0.113187 1
LINC00888 E F 14.1316 10.211 0.00785876
LINC00889 E F 0 0 1
LINC00890 E F 0 0 1
LINC00891 E F 0 0 1
LINC00892 E F 0 0 1
LINC00893 E F 0.255281 0.168856 1
LINC00894 E F 0.622958 0.368202 0.0306627
LINC00895 E F 0 0 1
LINC00896 E F 0.0564898 0.0115273 1
LINC00898 E F 0 0 1
